week,week_start,specialty,clinic_id,providers,booked_slots,effective_capacity,demand,utilisation,avg_wait_days,no_show_rate,cancel_rate,appt_minutes
41,2025-12-15,Dermatology,CLN-02,1,57.6,51.5,23.5,0.4555,4.56,0.1795,0.0873,20
42,2025-12-22,Dermatology,CLN-02,1,56.5,51.1,22.5,0.4413,10.91,0.1513,0.1028,20
43,2025-12-29,Dermatology,CLN-02,1,60.8,54.8,25.2,0.4594,8.06,0.1519,0.1059,20
44,2026-01-05,Dermatology,CLN-02,1,57.9,52.9,22.8,0.4309,8.29,0.137,0.0919,20
45,2026-01-12,Dermatology,CLN-02,1,58.8,52.5,23.5,0.4475,6.49,0.1727,0.1069,20
46,2026-01-19,Dermatology,CLN-02,1,55.4,50.5,21.5,0.4257,4.44,0.1387,0.0922,20
47,2026-01-26,Dermatology,CLN-02,1,58.6,51.7,19.0,0.3665,5.07,0.1901,0.1128,20
48,2026-02-02,Dermatology,CLN-02,1,58.2,52.2,25.6,0.4909,6.76,0.1685,0.1017,20
49,2026-02-09,Dermatology,CLN-02,1,57.7,52.1,24.4,0.4677,7.49,0.1663,0.081,20
50,2026-02-16,Dermatology,CLN-02,1,59.1,52.0,22.8,0.4371,8.61,0.207,0.0934,20
51,2026-02-23,Dermatology,CLN-02,1,57.0,51.8,23.6,0.4558,11.16,0.1488,0.0835,20
52,2026-03-02,Dermatology,CLN-02,1,59.0,53.1,25.3,0.4756,3.65,0.1686,0.085,20
53,2026-03-09,Dermatology,CLN-02,1,59.4,53.7,25.2,0.4681,5.29,0.1509,0.0967,20
54,2026-03-16,Dermatology,CLN-02,1,53.2,47.5,28.9,0.6077,7.87,0.1909,0.0755,20
55,2026-03-23,Dermatology,CLN-02,1,57.8,51.4,24.8,0.4836,6.58,0.1866,0.0983,20
56,2026-03-30,Dermatology,CLN-02,1,55.0,49.4,26.3,0.5332,8.75,0.1771,0.0832,20
57,2026-04-06,Dermatology,CLN-02,1,58.9,53.2,27.3,0.5142,6.93,0.1437,0.1179,20
58,2026-04-13,Dermatology,CLN-02,1,58.8,53.4,29.2,0.5466,6.86,0.1497,0.0874,20
59,2026-04-20,Dermatology,CLN-02,1,56.9,50.3,31.4,0.6235,9.21,0.1979,0.0979,20
60,2026-04-27,Dermatology,CLN-02,1,63.2,57.4,31.2,0.5444,2.59,0.1567,0.0789,20
61,2026-05-04,Dermatology,CLN-02,1,58.9,52.6,28.6,0.5443,3.9,0.186,0.0831,20
62,2026-05-11,Dermatology,CLN-02,1,53.7,48.0,33.2,0.6909,7.52,0.1899,0.0761,20
63,2026-05-18,Dermatology,CLN-02,1,55.8,50.8,32.1,0.6313,8.32,0.1535,0.0673,20
64,2026-05-25,Dermatology,CLN-02,1,56.4,51.1,32.8,0.6416,7.34,0.161,0.0769,20
65,2026-06-01,Dermatology,CLN-02,1,60.0,54.0,33.8,0.6262,12.68,0.1671,0.087,20
66,2026-06-08,Dermatology,CLN-02,1,63.4,56.6,31.5,0.5574,3.57,0.1938,0.0725,20
67,2026-06-15,Dermatology,CLN-02,1,57.3,52.2,30.9,0.5927,5.26,0.1478,0.0821,20
68,2026-06-22,Dermatology,CLN-02,1,58.7,53.4,28.9,0.5411,3.45,0.156,0.0707,20
69,2026-06-29,Dermatology,CLN-02,1,58.7,53.9,32.7,0.6074,5.62,0.1322,0.0803,20
70,2026-07-06,Dermatology,CLN-02,1,55.5,49.9,34.6,0.6943,4.53,0.1733,0.0816,20
71,2026-07-13,Dermatology,CLN-02,1,56.1,50.9,34.4,0.6765,5.24,0.1563,0.0766,20
72,2026-07-20,Dermatology,CLN-02,1,60.1,55.7,36.5,0.6562,8.87,0.1244,0.0655,20
73,2026-07-27,Dermatology,CLN-02,1,64.0,58.2,37.2,0.64,5.7,0.1637,0.0611,20
74,2026-08-03,Dermatology,CLN-02,1,59.4,53.2,35.9,0.6745,4.0,0.1652,0.1063,20
75,2026-08-10,Dermatology,CLN-02,1,52.6,47.6,37.0,0.7765,11.88,0.1508,0.0975,20
76,2026-08-17,Dermatology,CLN-02,1,62.2,56.6,37.7,0.6667,6.96,0.159,0.0666,20
77,2026-08-24,Dermatology,CLN-02,1,55.0,49.7,34.3,0.6891,7.68,0.1611,0.0854,20
0,2025-03-03,Dermatology,CLN-03,2,118.2,106.5,60.9,0.5719,7.04,0.1562,0.1016,20
1,2025-03-10,Dermatology,CLN-03,2,115.6,104.4,67.6,0.6476,9.13,0.1572,0.0939,20
2,2025-03-17,Dermatology,CLN-03,2,126.8,113.5,72.8,0.6419,5.48,0.1805,0.0866,20
3,2025-03-24,Dermatology,CLN-03,2,123.8,112.4,64.6,0.5745,5.24,0.1744,0.0482,20
4,2025-03-31,Dermatology,CLN-03,2,123.8,114.1,65.4,0.5731,4.09,0.1203,0.0855,20
5,2025-04-07,Dermatology,CLN-03,2,120.7,111.4,64.9,0.5826,6.19,0.1356,0.0583,20
6,2025-04-14,Dermatology,CLN-03,2,107.1,97.5,85.2,0.8743,24.95,0.1479,0.085,20
7,2025-04-21,Dermatology,CLN-03,2,129.5,115.5,76.0,0.6578,6.77,0.1791,0.0973,20
8,2025-04-28,Dermatology,CLN-03,2,116.4,104.4,83.5,0.7995,11.3,0.1655,0.0999,20
9,2025-05-05,Dermatology,CLN-03,2,100.0,88.6,83.5,0.9419,30.96,0.1833,0.1122,20
10,2025-05-12,Dermatology,CLN-03,2,120.5,108.6,95.2,0.877,13.87,0.1693,0.083,20
11,2025-05-19,Dermatology,CLN-03,2,114.8,103.1,82.8,0.8027,8.18,0.1631,0.1018,20
12,2025-05-26,Dermatology,CLN-03,2,108.8,97.1,80.8,0.8326,11.1,0.1882,0.084,20
13,2025-06-02,Dermatology,CLN-03,2,123.9,112.5,95.7,0.8501,14.51,0.1524,0.0813,20
14,2025-06-09,Dermatology,CLN-03,2,105.4,96.5,86.3,0.8939,15.16,0.1316,0.0893,20
15,2025-06-16,Dermatology,CLN-03,2,117.8,106.9,89.8,0.8398,15.36,0.1443,0.0992,20
16,2025-06-23,Dermatology,CLN-03,2,125.2,113.7,96.5,0.8484,14.03,0.1484,0.0879,20
17,2025-06-30,Dermatology,CLN-03,2,116.5,102.8,83.4,0.8112,7.47,0.1948,0.1076,20
18,2025-07-07,Dermatology,CLN-03,2,112.4,103.2,93.3,0.9045,22.93,0.1351,0.0756,20
19,2025-07-14,Dermatology,CLN-03,2,124.8,111.7,99.0,0.8866,13.49,0.181,0.0847,20
20,2025-07-21,Dermatology,CLN-03,2,113.7,104.9,102.2,0.965,45.34,0.127,0.0745,20
21,2025-07-28,Dermatology,CLN-03,2,109.7,99.4,92.1,0.926,31.29,0.1647,0.0705,20
22,2025-08-04,Dermatology,CLN-03,2,112.2,100.8,112.1,0.965,47.99,0.1783,0.0761,20
23,2025-08-11,Dermatology,CLN-03,2,107.6,97.1,96.9,0.965,36.61,0.1659,0.0832,20
24,2025-08-18,Dermatology,CLN-03,2,116.2,103.5,93.1,0.8996,11.68,0.1783,0.103,20
25,2025-08-25,Dermatology,CLN-03,2,115.1,104.3,87.8,0.842,8.21,0.1393,0.1102,20
26,2025-09-01,Dermatology,CLN-03,2,105.3,94.5,79.4,0.8402,9.26,0.1636,0.1024,20
27,2025-09-08,Dermatology,CLN-03,2,123.8,111.3,89.4,0.8035,13.58,0.1707,0.0856,20
28,2025-09-15,Dermatology,CLN-03,2,104.1,93.8,93.8,0.965,45.0,0.1572,0.1015,20
29,2025-09-22,Dermatology,CLN-03,2,116.4,105.6,95.2,0.9007,18.04,0.1463,0.0938,20
30,2025-09-29,Dermatology,CLN-03,2,108.3,96.0,95.1,0.965,55.64,0.1791,0.1168,20
31,2025-10-06,Dermatology,CLN-03,2,117.5,106.9,82.1,0.7686,13.32,0.1441,0.0916,20
32,2025-10-13,Dermatology,CLN-03,2,119.2,108.5,94.4,0.8705,13.38,0.1639,0.0579,20
33,2025-10-20,Dermatology,CLN-03,2,114.3,104.8,79.8,0.7619,7.45,0.1316,0.0857,20
34,2025-10-27,Dermatology,CLN-03,2,115.0,103.5,88.4,0.8538,12.58,0.1686,0.0872,20
35,2025-11-03,Dermatology,CLN-03,2,121.5,107.6,73.0,0.6788,8.03,0.2062,0.0757,20
36,2025-11-10,Dermatology,CLN-03,2,126.5,115.9,80.8,0.6972,8.86,0.1422,0.0691,20
37,2025-11-17,Dermatology,CLN-03,2,110.1,98.8,67.7,0.6856,7.02,0.1665,0.1,20
38,2025-11-24,Dermatology,CLN-03,2,117.0,106.2,67.1,0.6318,7.78,0.1399,0.1052,20
39,2025-12-01,Dermatology,CLN-03,2,102.1,91.8,75.5,0.8219,5.21,0.1655,0.0924,20
40,2025-12-08,Dermatology,CLN-03,2,118.5,106.9,62.7,0.5865,9.95,0.1614,0.0887,20
41,2025-12-15,Dermatology,CLN-03,2,111.7,101.0,69.7,0.6903,9.15,0.1543,0.0921,20
42,2025-12-22,Dermatology,CLN-03,2,105.0,94.8,71.4,0.753,8.7,0.1585,0.0891,20
43,2025-12-29,Dermatology,CLN-03,2,111.8,101.1,72.7,0.7192,7.57,0.1495,0.101,20
44,2026-01-05,Dermatology,CLN-03,2,121.1,110.1,72.0,0.6538,7.9,0.1587,0.0695,20
45,2026-01-12,Dermatology,CLN-03,2,111.4,98.9,69.8,0.7054,5.69,0.1891,0.0959,20
46,2026-01-19,Dermatology,CLN-03,2,116.7,105.8,54.6,0.5155,11.68,0.1509,0.0895,20
47,2026-01-26,Dermatology,CLN-03,2,125.4,111.9,72.7,0.6497,7.96,0.1717,0.1102,20
48,2026-02-02,Dermatology,CLN-03,2,116.2,105.3,75.6,0.7173,11.1,0.1644,0.0705,20
49,2026-02-09,Dermatology,CLN-03,2,114.9,104.0,58.8,0.5649,6.86,0.162,0.0771,20
50,2026-02-16,Dermatology,CLN-03,2,119.7,108.5,69.6,0.6412,14.33,0.1529,0.088,20
51,2026-02-23,Dermatology,CLN-03,2,115.2,104.5,73.1,0.7,4.49,0.1549,0.0824,20
52,2026-03-02,Dermatology,CLN-03,2,116.0,104.1,64.6,0.6204,4.15,0.1647,0.102,20
53,2026-03-09,Dermatology,CLN-03,2,109.3,100.1,69.8,0.6978,6.8,0.1403,0.0755,20
54,2026-03-16,Dermatology,CLN-03,2,113.9,103.7,77.3,0.7458,13.0,0.159,0.0657,20
55,2026-03-23,Dermatology,CLN-03,2,116.4,105.6,60.8,0.5759,7.92,0.1496,0.0909,20
56,2026-03-30,Dermatology,CLN-03,2,115.6,103.2,71.9,0.6966,7.18,0.1828,0.0899,20
57,2026-04-06,Dermatology,CLN-03,2,113.4,102.5,75.2,0.7332,10.81,0.149,0.1038,20
58,2026-04-13,Dermatology,CLN-03,2,118.2,107.5,83.6,0.7777,15.67,0.1518,0.0795,20
59,2026-04-20,Dermatology,CLN-03,2,121.0,107.1,80.1,0.7473,10.55,0.1968,0.0925,20
60,2026-04-27,Dermatology,CLN-03,2,116.1,105.2,76.7,0.7292,8.33,0.1511,0.0918,20
61,2026-05-04,Dermatology,CLN-03,2,117.7,103.6,92.5,0.893,14.47,0.2051,0.0972,20
62,2026-05-11,Dermatology,CLN-03,2,128.1,114.5,91.0,0.7951,11.58,0.192,0.0717,20
63,2026-05-18,Dermatology,CLN-03,2,113.7,102.6,99.6,0.965,48.46,0.1765,0.0672,20
64,2026-05-25,Dermatology,CLN-03,2,118.4,106.1,82.2,0.7743,9.87,0.168,0.1004,20
65,2026-06-01,Dermatology,CLN-03,2,115.7,105.0,107.8,0.965,42.79,0.1658,0.0652,20
66,2026-06-08,Dermatology,CLN-03,2,110.9,100.6,101.2,0.965,36.86,0.1443,0.1006,20
67,2026-06-15,Dermatology,CLN-03,2,119.6,107.8,87.4,0.8113,10.98,0.1582,0.0998,20
68,2026-06-22,Dermatology,CLN-03,2,118.3,108.6,91.4,0.8415,10.75,0.1448,0.0592,20
69,2026-06-29,Dermatology,CLN-03,2,127.1,116.8,86.8,0.7434,9.85,0.1234,0.0905,20
70,2026-07-06,Dermatology,CLN-03,2,114.4,102.2,96.2,0.9417,23.63,0.1811,0.0904,20
71,2026-07-13,Dermatology,CLN-03,2,119.6,109.2,119.3,0.965,35.58,0.1482,0.0745,20
72,2026-07-20,Dermatology,CLN-03,2,116.8,106.4,103.0,0.965,40.08,0.1444,0.0855,20
73,2026-07-27,Dermatology,CLN-03,2,113.0,102.7,103.8,0.965,37.15,0.1446,0.092,20
74,2026-08-03,Dermatology,CLN-03,2,108.1,97.1,109.7,0.965,37.22,0.164,0.0987,20
75,2026-08-10,Dermatology,CLN-03,2,118.1,108.2,92.2,0.8526,11.42,0.1488,0.0607,20
76,2026-08-17,Dermatology,CLN-03,2,128.7,115.7,107.0,0.925,26.94,0.1899,0.0563,20
77,2026-08-24,Dermatology,CLN-03,2,118.2,107.1,95.4,0.8905,15.51,0.1592,0.0811,20
0,2025-03-03,Gastroenterology,CLN-01,2,80.7,74.0,59.6,0.8054,10.06,0.1419,0.0687,35
1,2025-03-10,Gastroenterology,CLN-01,2,76.0,70.7,51.2,0.7241,3.53,0.1061,0.0764,35
2,2025-03-17,Gastroenterology,CLN-01,2,76.1,69.6,60.5,0.8692,8.35,0.1104,0.1258,35
3,2025-03-24,Gastroenterology,CLN-01,2,80.6,73.8,58.0,0.7849,7.04,0.1299,0.0924,35
4,2025-03-31,Gastroenterology,CLN-01,2,83.4,76.4,57.7,0.7549,5.07,0.1311,0.0896,35
5,2025-04-07,Gastroenterology,CLN-01,2,74.0,68.4,67.6,0.965,30.71,0.126,0.0663,35
6,2025-04-14,Gastroenterology,CLN-01,2,84.9,77.3,68.6,0.8863,15.15,0.159,0.0608,35
7,2025-04-21,Gastroenterology,CLN-01,2,76.3,70.1,52.6,0.7505,5.19,0.13,0.083,35
8,2025-04-28,Gastroenterology,CLN-01,2,78.0,72.3,73.4,0.965,29.79,0.1121,0.0803,35
9,2025-05-05,Gastroenterology,CLN-01,2,82.2,75.8,60.5,0.798,8.09,0.1155,0.092,35
10,2025-05-12,Gastroenterology,CLN-01,2,79.9,74.6,67.3,0.9026,10.17,0.0978,0.0796,35
11,2025-05-19,Gastroenterology,CLN-01,2,77.3,69.3,76.6,0.965,40.96,0.1605,0.1114,35
12,2025-05-26,Gastroenterology,CLN-01,2,77.0,68.9,68.6,0.965,31.69,0.1656,0.1085,35
13,2025-06-02,Gastroenterology,CLN-01,2,83.1,75.7,64.1,0.8478,8.08,0.1338,0.1051,35
14,2025-06-09,Gastroenterology,CLN-01,2,84.0,78.8,62.7,0.7964,9.16,0.0901,0.0779,35
15,2025-06-16,Gastroenterology,CLN-01,2,83.8,76.9,69.0,0.897,12.56,0.1353,0.0775,35
16,2025-06-23,Gastroenterology,CLN-01,2,70.1,64.4,60.9,0.9466,30.06,0.1278,0.0839,35
17,2025-06-30,Gastroenterology,CLN-01,2,79.3,73.0,76.3,0.965,37.99,0.1017,0.1172,35
18,2025-07-07,Gastroenterology,CLN-01,2,77.3,71.9,64.5,0.8962,12.75,0.1102,0.072,35
19,2025-07-14,Gastroenterology,CLN-01,2,83.0,75.7,74.1,0.965,29.7,0.1366,0.096,35
20,2025-07-21,Gastroenterology,CLN-01,2,76.5,71.1,69.0,0.965,35.02,0.1087,0.0777,35
21,2025-07-28,Gastroenterology,CLN-01,2,78.0,71.0,75.6,0.965,32.24,0.1419,0.0898,35
22,2025-08-04,Gastroenterology,CLN-01,2,76.9,72.8,59.5,0.817,5.67,0.0835,0.0534,35
23,2025-08-11,Gastroenterology,CLN-01,2,82.5,76.4,72.4,0.9485,22.97,0.1276,0.0614,35
24,2025-08-18,Gastroenterology,CLN-01,2,82.0,76.8,71.5,0.9314,21.65,0.0899,0.0827,35
25,2025-08-25,Gastroenterology,CLN-01,2,80.9,74.1,67.6,0.9119,17.53,0.125,0.1006,35
26,2025-09-01,Gastroenterology,CLN-01,2,81.1,73.7,78.8,0.965,35.01,0.1322,0.114,35
27,2025-09-08,Gastroenterology,CLN-01,2,82.6,74.8,64.9,0.8674,9.81,0.1542,0.0864,35
28,2025-09-15,Gastroenterology,CLN-01,2,79.4,72.8,70.0,0.9617,24.73,0.1198,0.1037,35
29,2025-09-22,Gastroenterology,CLN-01,2,79.9,73.4,70.3,0.9577,26.7,0.1219,0.0931,35
30,2025-09-29,Gastroenterology,CLN-01,2,77.4,71.4,60.7,0.8511,7.88,0.1136,0.0947,35
31,2025-10-06,Gastroenterology,CLN-01,2,83.7,77.8,64.0,0.823,9.96,0.0993,0.0908,35
32,2025-10-13,Gastroenterology,CLN-01,2,81.9,74.8,74.1,0.965,26.35,0.1309,0.0968,35
33,2025-10-20,Gastroenterology,CLN-01,2,83.0,77.1,69.9,0.9067,8.95,0.1217,0.0575,35
34,2025-10-27,Gastroenterology,CLN-01,2,81.3,74.4,67.4,0.905,18.85,0.1254,0.0988,35
35,2025-11-03,Gastroenterology,CLN-01,2,74.0,68.4,60.8,0.8892,11.21,0.1166,0.0827,35
36,2025-11-10,Gastroenterology,CLN-01,2,82.1,74.8,61.4,0.8204,6.7,0.1384,0.0965,35
37,2025-11-17,Gastroenterology,CLN-01,2,88.8,80.5,69.3,0.8606,10.51,0.1445,0.0994,35
38,2025-11-24,Gastroenterology,CLN-01,2,78.7,72.7,67.3,0.9253,20.46,0.1082,0.0969,35
39,2025-12-01,Gastroenterology,CLN-01,2,78.2,70.6,59.0,0.8352,9.62,0.1658,0.0826,35
40,2025-12-08,Gastroenterology,CLN-01,2,74.1,68.0,57.5,0.8466,10.15,0.131,0.0874,35
41,2025-12-15,Gastroenterology,CLN-01,2,81.2,74.7,58.3,0.7801,5.82,0.1374,0.0645,35
42,2025-12-22,Gastroenterology,CLN-01,2,81.7,74.3,63.1,0.8482,7.8,0.1387,0.1,35
43,2025-12-29,Gastroenterology,CLN-01,2,82.0,75.1,56.3,0.7503,5.08,0.1267,0.0984,35
44,2026-01-05,Gastroenterology,CLN-01,2,78.3,72.1,59.4,0.8233,10.36,0.1396,0.056,35
45,2026-01-12,Gastroenterology,CLN-01,2,78.6,73.5,66.7,0.9075,9.61,0.0857,0.0913,35
46,2026-01-19,Gastroenterology,CLN-01,2,82.7,75.2,63.8,0.8476,12.67,0.1552,0.0738,35
47,2026-01-26,Gastroenterology,CLN-01,2,78.2,71.2,65.7,0.9218,19.38,0.1386,0.0957,35
48,2026-02-02,Gastroenterology,CLN-01,2,84.2,76.6,67.3,0.8783,10.68,0.154,0.0729,35
49,2026-02-09,Gastroenterology,CLN-01,2,75.9,69.9,76.5,0.965,56.58,0.1167,0.0947,35
50,2026-02-16,Gastroenterology,CLN-01,2,74.8,67.9,59.7,0.879,10.14,0.1408,0.1021,35
51,2026-02-23,Gastroenterology,CLN-01,2,81.8,74.6,57.2,0.7671,8.02,0.1452,0.083,35
52,2026-03-02,Gastroenterology,CLN-01,2,77.1,70.8,64.1,0.9052,16.69,0.128,0.0876,35
53,2026-03-09,Gastroenterology,CLN-01,2,86.1,80.1,76.9,0.961,25.01,0.1199,0.0562,35
54,2026-03-16,Gastroenterology,CLN-01,2,83.4,76.6,62.1,0.8101,7.23,0.126,0.0865,35
55,2026-03-23,Gastroenterology,CLN-01,2,81.2,74.4,60.3,0.8103,5.68,0.1321,0.0888,35
56,2026-03-30,Gastroenterology,CLN-01,2,77.5,70.9,81.3,0.965,29.22,0.1226,0.1067,35
57,2026-04-06,Gastroenterology,CLN-01,2,77.9,70.7,58.2,0.8228,8.28,0.1589,0.0748,35
58,2026-04-13,Gastroenterology,CLN-01,2,82.7,75.0,70.9,0.9449,23.19,0.1551,0.0833,35
59,2026-04-20,Gastroenterology,CLN-01,2,86.6,80.1,68.1,0.8506,11.83,0.1192,0.0783,35
60,2026-04-27,Gastroenterology,CLN-01,2,78.8,71.5,64.8,0.9065,9.68,0.1383,0.1053,35
61,2026-05-04,Gastroenterology,CLN-01,2,81.7,74.8,77.3,0.965,34.98,0.1324,0.0878,35
62,2026-05-11,Gastroenterology,CLN-01,2,83.7,76.9,85.5,0.965,33.22,0.1208,0.0947,35
63,2026-05-18,Gastroenterology,CLN-01,2,73.3,66.3,69.3,0.965,22.77,0.1618,0.0802,35
64,2026-05-25,Gastroenterology,CLN-01,2,81.1,74.9,73.4,0.965,40.04,0.1213,0.0764,35
65,2026-06-01,Gastroenterology,CLN-01,2,79.8,74.2,80.4,0.965,53.97,0.1075,0.0758,35
66,2026-06-08,Gastroenterology,CLN-01,2,77.5,71.5,71.4,0.965,33.15,0.1216,0.0806,35
67,2026-06-15,Gastroenterology,CLN-01,2,79.1,72.9,70.4,0.965,34.05,0.111,0.1017,35
68,2026-06-22,Gastroenterology,CLN-01,2,78.1,72.2,82.8,0.965,28.92,0.1336,0.0547,35
69,2026-06-29,Gastroenterology,CLN-01,2,78.5,70.6,63.2,0.896,10.2,0.1629,0.0994,35
70,2026-07-06,Gastroenterology,CLN-01,2,83.1,75.7,72.7,0.961,36.12,0.1448,0.0892,35
71,2026-07-13,Gastroenterology,CLN-01,2,83.4,76.3,78.2,0.965,30.36,0.1232,0.1061,35
72,2026-07-20,Gastroenterology,CLN-01,2,82.7,77.8,77.3,0.965,33.63,0.082,0.079,35
73,2026-07-27,Gastroenterology,CLN-01,2,82.7,77.3,78.5,0.965,34.94,0.0974,0.0783,35
74,2026-08-03,Gastroenterology,CLN-01,2,81.2,73.9,76.5,0.965,37.85,0.1281,0.119,35
75,2026-08-10,Gastroenterology,CLN-01,2,76.2,70.2,64.6,0.9199,16.01,0.125,0.0827,35
76,2026-08-17,Gastroenterology,CLN-01,2,75.0,68.2,67.0,0.965,33.67,0.139,0.1047,35
77,2026-08-24,Gastroenterology,CLN-01,2,82.9,75.9,72.7,0.9573,28.77,0.1182,0.1099,35
0,2025-03-03,Gastroenterology,CLN-03,1,39.7,36.4,24.9,0.6832,6.54,0.1314,0.0798,35
1,2025-03-10,Gastroenterology,CLN-03,1,41.7,38.0,18.9,0.4974,1.0,0.1495,0.0806,35
2,2025-03-17,Gastroenterology,CLN-03,1,39.8,36.3,23.9,0.6573,1.0,0.132,0.1029,35
3,2025-03-24,Gastroenterology,CLN-03,1,37.7,34.7,20.6,0.5925,1.0,0.1282,0.0816,35
4,2025-03-31,Gastroenterology,CLN-03,1,41.4,37.3,21.5,0.5773,1.0,0.1538,0.1029,35
5,2025-04-07,Gastroenterology,CLN-03,1,40.2,36.7,24.6,0.6694,4.5,0.1262,0.1135,35
6,2025-04-14,Gastroenterology,CLN-03,1,41.7,38.4,29.9,0.7772,5.66,0.1362,0.0604,35
7,2025-04-21,Gastroenterology,CLN-03,1,38.9,36.4,21.8,0.6,5.0,0.1028,0.0651,35
8,2025-04-28,Gastroenterology,CLN-03,1,41.9,38.1,24.8,0.6517,1.0,0.1407,0.0972,35
9,2025-05-05,Gastroenterology,CLN-03,1,41.2,37.6,25.0,0.6641,3.74,0.1279,0.1033,35
10,2025-05-12,Gastroenterology,CLN-03,1,44.5,41.6,24.8,0.5951,1.0,0.1093,0.0526,35
11,2025-05-19,Gastroenterology,CLN-03,1,38.1,34.0,27.7,0.8149,7.71,0.1741,0.0998,35
12,2025-05-26,Gastroenterology,CLN-03,1,41.8,38.2,25.2,0.6588,1.0,0.1442,0.0704,35
13,2025-06-02,Gastroenterology,CLN-03,1,42.5,39.3,25.1,0.64,2.84,0.13,0.0597,35
14,2025-06-09,Gastroenterology,CLN-03,1,38.4,36.0,30.2,0.8381,7.58,0.0894,0.0792,35
15,2025-06-16,Gastroenterology,CLN-03,1,45.4,41.4,27.5,0.6654,1.35,0.1264,0.1128,35
16,2025-06-23,Gastroenterology,CLN-03,1,39.5,36.0,26.8,0.7436,1.0,0.1608,0.0563,35
17,2025-06-30,Gastroenterology,CLN-03,1,39.4,36.2,22.9,0.6328,4.09,0.1235,0.0876,35
18,2025-07-07,Gastroenterology,CLN-03,1,41.5,38.1,29.0,0.7625,2.2,0.131,0.0819,35
19,2025-07-14,Gastroenterology,CLN-03,1,39.7,36.8,29.0,0.7891,2.55,0.1159,0.0711,35
20,2025-07-21,Gastroenterology,CLN-03,1,42.3,38.6,29.2,0.7551,2.73,0.1339,0.0933,35
21,2025-07-28,Gastroenterology,CLN-03,1,37.5,34.4,25.7,0.747,8.21,0.1313,0.0826,35
22,2025-08-04,Gastroenterology,CLN-03,1,35.9,32.6,27.8,0.8531,5.8,0.1504,0.0875,35
23,2025-08-11,Gastroenterology,CLN-03,1,38.9,35.8,25.3,0.7073,6.38,0.1253,0.0796,35
24,2025-08-18,Gastroenterology,CLN-03,1,39.0,36.0,23.6,0.6561,1.0,0.1168,0.0894,35
25,2025-08-25,Gastroenterology,CLN-03,1,41.0,37.9,30.2,0.7965,5.81,0.1341,0.0552,35
26,2025-09-01,Gastroenterology,CLN-03,1,38.3,35.9,24.8,0.693,4.42,0.0934,0.0805,35
27,2025-09-08,Gastroenterology,CLN-03,1,42.6,38.3,28.0,0.7312,1.18,0.1588,0.1032,35
28,2025-09-15,Gastroenterology,CLN-03,1,43.2,40.3,26.5,0.6562,2.01,0.1099,0.0645,35
29,2025-09-22,Gastroenterology,CLN-03,1,39.5,36.0,22.8,0.6326,1.23,0.128,0.1105,35
30,2025-09-29,Gastroenterology,CLN-03,1,40.7,37.4,27.4,0.7341,6.79,0.136,0.0773,35
31,2025-10-06,Gastroenterology,CLN-03,1,41.3,38.2,25.4,0.667,3.28,0.1355,0.0512,35
32,2025-10-13,Gastroenterology,CLN-03,1,40.1,36.8,21.7,0.5889,2.03,0.1413,0.0671,35
33,2025-10-20,Gastroenterology,CLN-03,1,37.3,34.0,30.2,0.8875,7.77,0.1385,0.0933,35
34,2025-10-27,Gastroenterology,CLN-03,1,37.4,34.6,22.3,0.6456,3.75,0.1384,0.0466,35
35,2025-11-03,Gastroenterology,CLN-03,1,36.6,33.1,27.1,0.8189,8.67,0.1568,0.0965,35
36,2025-11-10,Gastroenterology,CLN-03,1,42.3,39.5,23.2,0.5871,1.02,0.0903,0.0926,35
37,2025-11-17,Gastroenterology,CLN-03,1,40.0,36.6,25.2,0.6873,1.0,0.14,0.0799,35
38,2025-11-24,Gastroenterology,CLN-03,1,40.7,36.7,21.6,0.5884,1.0,0.1544,0.1011,35
39,2025-12-01,Gastroenterology,CLN-03,1,42.5,38.8,27.1,0.6974,2.55,0.1277,0.1018,35
40,2025-12-08,Gastroenterology,CLN-03,1,40.6,37.5,23.0,0.6136,3.78,0.1376,0.0562,35
41,2025-12-15,Gastroenterology,CLN-03,1,37.8,34.5,23.8,0.6894,8.24,0.1415,0.0855,35
42,2025-12-22,Gastroenterology,CLN-03,1,42.0,38.0,23.9,0.6299,1.0,0.1488,0.1012,35
43,2025-12-29,Gastroenterology,CLN-03,1,40.5,37.5,26.7,0.7116,1.99,0.1172,0.0742,35
44,2026-01-05,Gastroenterology,CLN-03,1,41.8,38.3,21.4,0.5588,1.0,0.1384,0.0766,35
45,2026-01-12,Gastroenterology,CLN-03,1,41.7,38.7,24.3,0.6284,1.0,0.1048,0.0889,35
46,2026-01-19,Gastroenterology,CLN-03,1,38.0,35.4,27.3,0.7716,1.0,0.1086,0.0672,35
47,2026-01-26,Gastroenterology,CLN-03,1,37.7,34.8,21.1,0.6082,1.0,0.1154,0.0885,35
48,2026-02-02,Gastroenterology,CLN-03,1,39.1,35.7,22.0,0.6149,1.0,0.1347,0.0894,35
49,2026-02-09,Gastroenterology,CLN-03,1,38.0,35.0,28.0,0.8005,2.87,0.1265,0.0792,35
50,2026-02-16,Gastroenterology,CLN-03,1,39.5,36.2,20.3,0.56,2.45,0.1149,0.1182,35
51,2026-02-23,Gastroenterology,CLN-03,1,39.5,36.6,29.2,0.7976,8.24,0.1317,0.0479,35
52,2026-03-02,Gastroenterology,CLN-03,1,37.2,33.8,21.7,0.6438,1.12,0.1519,0.0883,35
